from,to,count
PARCELLES ASSAINIES,BAMBA NDIAYENE,0
PARCELLES ASSAINIES,KOULOR,0
PARCELLES ASSAINIES,DIANKE MAKHA,0
PARCELLES ASSAINIES,BALA,1
PARCELLES ASSAINIES,BOYNGUEL BAMBA,1
PARCELLES ASSAINIES,MOUDERY,8
PARCELLES ASSAINIES,KENIEBA,0
PARCELLES ASSAINIES,BELE,2
PARCELLES ASSAINIES,OGO,5
PARCELLES ASSAINIES,AGNAM CIVOL,3
PARCELLES ASSAINIES,VELINGARA,0
PARCELLES ASSAINIES,ORKADIERE,6
PARCELLES ASSAINIES,OURO SIDY,5
ALMADIES,PARCELLES ASSAINIES,129
ALMADIES,ALMADIES,6306
ALMADIES,GRAND DAKAR,146
ALMADIES,DAKAR PLATEAU,223
ALMADIES,GUEDIAWAYE,23
ALMADIES,PIKINE DAGOUDANE,28
ALMADIES,THIAROYE,32
ALMADIES,NIAYES,33
ALMADIES,RUFISQUE,12
ALMADIES,BAMBILOR,22
ALMADIES,KEUR MOUSSA,5
ALMADIES,SINDIA,25
ALMADIES,NOTTO,1
ALMADIES,THIENABA,5
ALMADIES,PAMBAL,6
ALMADIES,MEOUANE,8
ALMADIES,MERINA DAKHAR,0
ALMADIES,NIAKHENE,0
ALMADIES,THIES SUD,12
ALMADIES,THIES NORD,9
ALMADIES,FISSEL,1
ALMADIES,SESSENE,3
ALMADIES,TAIF,0
ALMADIES,KAEL,0
ALMADIES,NDAME,12
ALMADIES,NDOULO,10
ALMADIES,NDINDY,0
ALMADIES,NGOYE,1
ALMADIES,LAMBAYE,0
ALMADIES,BABA GARAGE,0
ALMADIES,COLOBANE,0
ALMADIES,NIAKHAR,3
ALMADIES,TATTAGUINE,9
ALMADIES,OUADIOUR,1
ALMADIES,NDIOB,0
ALMADIES,FIMELA,2
ALMADIES,NIODIOR,0
ALMADIES,TOUBACOUTA,1
ALMADIES,DJILOR,1
ALMADIES,SAKAL,0
ALMADIES,MEUR MOMAR SARR,0
ALMADIES,MBEDIENE,7
ALMADIES,COKI,0
ALMADIES,SAGATTA GUETH I,2
ALMADIES,SAGATTA GUETH II,4
ALMADIES,DAROU MOUSTY,1
ALMADIES,SAGATTA DJOLOF,1
ALMADIES,YANG YANG,0
ALMADIES,DODJI,1
ALMADIES,BARKEDJI,2
ALMADIES,MBADAKHOUNE,0
ALMADIES,NGUELOU,0
ALMADIES,NGOTHIE,0
ALMADIES,KOUMBAL,11
ALMADIES,NDIEDIENG,0
ALMADIES,PAOS KOTO,1
ALMADIES,WACK NGOUNA,1
ALMADIES,MEDINA SABAKH,2
ALMADIES,GNIBY,1
ALMADIES,DAROU MINAME II,0
ALMADIES,KATAKELKEUR MBOUCKI,0
ALMADIES,KEUR MBOUCKI,0
ALMADIES,SAGNA,0
ALMADIES,IDA MOURIDE,1
ALMADIES,MISSIRAH WADENE,0
ALMADIES,LOUR ESCALE,0
ALMADIES,MABO,0
ALMADIES,MBANE,0
ALMADIES,SALDE,2
ALMADIES,NDIAYE MBERESS,4
ALMADIES,GAMADJI SARRE,2
ALMADIES,CAS CAS,3
ALMADIES,RAO,23
ALMADIES,THILE BOUBACAR,3
ALMADIES,FAFACOUROU,0
ALMADIES,MAMPATIM,3
ALMADIES,NDORNA,0
ALMADIES,BONCONTO,0
ALMADIES,NIAMING,0
ALMADIES,DIOULACOLON,0
ALMADIES,SARE COLY SALE,0
ALMADIES,PAKOUR,0
ALMADIES,SARE BIDJI,3
ALMADIES,DJIBANAR,1
ALMADIES,DJIREDJI,0
ALMADIES,DIAROUME,0
ALMADIES,BONA,1
ALMADIES,KARANTABA,0
ALMADIES,DIENDE,2
ALMADIES,BOGHAL,0
ALMADIES,SIMBANDI BRASSOU,0
ALMADIES,DJIBABOUYA,1
ALMADIES,CABROUSSE,2
ALMADIES,LOUDIA OUOLOF,3
ALMADIES,SINDIAN,1
ALMADIES,TENGHORY,1
ALMADIES,KATABA I,5
ALMADIES,TENDOUCK,1
ALMADIES,NYASSIA,0
ALMADIES,NIAGUIS,11
ALMADIES,BANDAFASSI,2
ALMADIES,BEMBOU,0
ALMADIES,DAKATELY,0
ALMADIES,DAR SALAM,0
ALMADIES,FONGOLIMBI,0
ALMADIES,SABODALA,1
ALMADIES,KOUSSANAR,2
ALMADIES,MISSIRAH,1
ALMADIES,MAKACOULIBANTANG,1
ALMADIES,KOUTHIABA OUOLOF,0
ALMADIES,BAMBA NDIAYENE,0
ALMADIES,KOULOR,0
ALMADIES,DIANKE MAKHA,0
ALMADIES,BALA,1
ALMADIES,BOYNGUEL BAMBA,1
ALMADIES,MOUDERY,1
ALMADIES,KENIEBA,0
ALMADIES,BELE,0
ALMADIES,OGO,7
ALMADIES,AGNAM CIVOL,1
ALMADIES,VELINGARA,0
ALMADIES,ORKADIERE,1
ALMADIES,OURO SIDY,1
GRAND DAKAR,PARCELLES ASSAINIES,196
GRAND DAKAR,ALMADIES,173
GRAND DAKAR,GRAND DAKAR,9097
GRAND DAKAR,DAKAR PLATEAU,343
GRAND DAKAR,GUEDIAWAYE,34
GRAND DAKAR,PIKINE DAGOUDANE,67
GRAND DAKAR,THIAROYE,46
GRAND DAKAR,NIAYES,41
GRAND DAKAR,RUFISQUE,14
GRAND DAKAR,BAMBILOR,30
GRAND DAKAR,KEUR MOUSSA,3
GRAND DAKAR,SINDIA,33
GRAND DAKAR,NOTTO,1
GRAND DAKAR,THIENABA,4
GRAND DAKAR,PAMBAL,5
GRAND DAKAR,MEOUANE,4
GRAND DAKAR,MERINA DAKHAR,0
GRAND DAKAR,NIAKHENE,0
GRAND DAKAR,THIES SUD,13
GRAND DAKAR,THIES NORD,5
GRAND DAKAR,FISSEL,0
GRAND DAKAR,SESSENE,5
GRAND DAKAR,TAIF,0
GRAND DAKAR,KAEL,0
GRAND DAKAR,NDAME,15
GRAND DAKAR,NDOULO,5
GRAND DAKAR,NDINDY,0
GRAND DAKAR,NGOYE,6
GRAND DAKAR,LAMBAYE,2
GRAND DAKAR,BABA GARAGE,1
GRAND DAKAR,COLOBANE,0
GRAND DAKAR,NIAKHAR,3
GRAND DAKAR,TATTAGUINE,6
GRAND DAKAR,OUADIOUR,2
GRAND DAKAR,NDIOB,0
GRAND DAKAR,FIMELA,2
GRAND DAKAR,NIODIOR,1
GRAND DAKAR,TOUBACOUTA,2
GRAND DAKAR,DJILOR,3
GRAND DAKAR,SAKAL,1
GRAND DAKAR,MEUR MOMAR SARR,1
GRAND DAKAR,MBEDIENE,5
GRAND DAKAR,COKI,2
GRAND DAKAR,SAGATTA GUETH I,2
GRAND DAKAR,SAGATTA GUETH II,3
GRAND DAKAR,DAROU MOUSTY,1
GRAND DAKAR,SAGATTA DJOLOF,2
GRAND DAKAR,YANG YANG,0
GRAND DAKAR,DODJI,3
GRAND DAKAR,BARKEDJI,0
GRAND DAKAR,MBADAKHOUNE,0
GRAND DAKAR,NGUELOU,0
GRAND DAKAR,NGOTHIE,1
GRAND DAKAR,KOUMBAL,17
GRAND DAKAR,NDIEDIENG,0
GRAND DAKAR,PAOS KOTO,2
GRAND DAKAR,WACK NGOUNA,1
GRAND DAKAR,MEDINA SABAKH,0
GRAND DAKAR,GNIBY,0
GRAND DAKAR,DAROU MINAME II,0
GRAND DAKAR,KATAKELKEUR MBOUCKI,0
GRAND DAKAR,KEUR MBOUCKI,0
GRAND DAKAR,SAGNA,0
GRAND DAKAR,IDA MOURIDE,0
GRAND DAKAR,MISSIRAH WADENE,0
GRAND DAKAR,LOUR ESCALE,0
GRAND DAKAR,MABO,0
GRAND DAKAR,MBANE,1
GRAND DAKAR,SALDE,2
GRAND DAKAR,NDIAYE MBERESS,2
GRAND DAKAR,GAMADJI SARRE,8
GRAND DAKAR,CAS CAS,0
GRAND DAKAR,RAO,20
GRAND DAKAR,THILE BOUBACAR,1
GRAND DAKAR,FAFACOUROU,0
GRAND DAKAR,MAMPATIM,0
GRAND DAKAR,NDORNA,0
GRAND DAKAR,BONCONTO,3
GRAND DAKAR,NIAMING,0
GRAND DAKAR,DIOULACOLON,0
GRAND DAKAR,SARE COLY SALE,0
GRAND DAKAR,PAKOUR,2
GRAND DAKAR,SARE BIDJI,10
GRAND DAKAR,DJIBANAR,1
GRAND DAKAR,DJIREDJI,0
GRAND DAKAR,DIAROUME,0
GRAND DAKAR,BONA,0
GRAND DAKAR,KARANTABA,0
GRAND DAKAR,DIENDE,2
GRAND DAKAR,BOGHAL,0
GRAND DAKAR,SIMBANDI BRASSOU,1
GRAND DAKAR,DJIBABOUYA,0
GRAND DAKAR,CABROUSSE,1
GRAND DAKAR,LOUDIA OUOLOF,2
GRAND DAKAR,SINDIAN,0
GRAND DAKAR,TENGHORY,6
GRAND DAKAR,KATABA I,0
GRAND DAKAR,TENDOUCK,1
GRAND DAKAR,NYASSIA,2
GRAND DAKAR,NIAGUIS,20
GRAND DAKAR,BANDAFASSI,2
GRAND DAKAR,BEMBOU,0
GRAND DAKAR,DAKATELY,0
GRAND DAKAR,DAR SALAM,0
GRAND DAKAR,FONGOLIMBI,0
GRAND DAKAR,SABODALA,0
GRAND DAKAR,KOUSSANAR,3
GRAND DAKAR,MISSIRAH,1
GRAND DAKAR,MAKACOULIBANTANG,0
GRAND DAKAR,KOUTHIABA OUOLOF,0
GRAND DAKAR,BAMBA NDIAYENE,0
GRAND DAKAR,KOULOR,0
GRAND DAKAR,DIANKE MAKHA,0
GRAND DAKAR,BALA,0
GRAND DAKAR,BOYNGUEL BAMBA,0
GRAND DAKAR,MOUDERY,3
GRAND DAKAR,KENIEBA,0
GRAND DAKAR,BELE,1
GRAND DAKAR,OGO,6
GRAND DAKAR,AGNAM CIVOL,3
GRAND DAKAR,VELINGARA,0
GRAND DAKAR,ORKADIERE,7
GRAND DAKAR,OURO SIDY,6
DAKAR PLATEAU,PARCELLES ASSAINIES,160
DAKAR PLATEAU,ALMADIES,141
DAKAR PLATEAU,GRAND DAKAR,247
DAKAR PLATEAU,DAKAR PLATEAU,8920
DAKAR PLATEAU,GUEDIAWAYE,79
DAKAR PLATEAU,PIKINE DAGOUDANE,67
DAKAR PLATEAU,THIAROYE,81
DAKAR PLATEAU,NIAYES,80
DAKAR PLATEAU,RUFISQUE,22
DAKAR PLATEAU,BAMBILOR,29
DAKAR PLATEAU,KEUR MOUSSA,7
DAKAR PLATEAU,SINDIA,58
DAKAR PLATEAU,NOTTO,3
DAKAR PLATEAU,THIENABA,9
DAKAR PLATEAU,PAMBAL,9
DAKAR PLATEAU,MEOUANE,6
DAKAR PLATEAU,MERINA DAKHAR,0
DAKAR PLATEAU,NIAKHENE,0
DAKAR PLATEAU,THIES SUD,27
DAKAR PLATEAU,THIES NORD,7
DAKAR PLATEAU,FISSEL,3
DAKAR PLATEAU,SESSENE,5
DAKAR PLATEAU,TAIF,0
DAKAR PLATEAU,KAEL,0
DAKAR PLATEAU,NDAME,16
DAKAR PLATEAU,NDOULO,12
DAKAR PLATEAU,NDINDY,1
DAKAR PLATEAU,NGOYE,4
DAKAR PLATEAU,LAMBAYE,2
DAKAR PLATEAU,BABA GARAGE,0
DAKAR PLATEAU,COLOBANE,0
DAKAR PLATEAU,NIAKHAR,1
DAKAR PLATEAU,TATTAGUINE,6
DAKAR PLATEAU,OUADIOUR,1
DAKAR PLATEAU,NDIOB,1
DAKAR PLATEAU,FIMELA,6
DAKAR PLATEAU,NIODIOR,1
DAKAR PLATEAU,TOUBACOUTA,5
DAKAR PLATEAU,DJILOR,3
DAKAR PLATEAU,SAKAL,0
DAKAR PLATEAU,MEUR MOMAR SARR,1
DAKAR PLATEAU,MBEDIENE,5
DAKAR PLATEAU,COKI,0
DAKAR PLATEAU,SAGATTA GUETH I,1
DAKAR PLATEAU,SAGATTA GUETH II,1
DAKAR PLATEAU,DAROU MOUSTY,1
DAKAR PLATEAU,SAGATTA DJOLOF,4
DAKAR PLATEAU,YANG YANG,0
DAKAR PLATEAU,DODJI,1
DAKAR PLATEAU,BARKEDJI,2
DAKAR PLATEAU,MBADAKHOUNE,0
DAKAR PLATEAU,NGUELOU,2
DAKAR PLATEAU,NGOTHIE,3
DAKAR PLATEAU,KOUMBAL,28
DAKAR PLATEAU,NDIEDIENG,0
DAKAR PLATEAU,PAOS KOTO,2
DAKAR PLATEAU,WACK NGOUNA,1
DAKAR PLATEAU,MEDINA SABAKH,2
DAKAR PLATEAU,GNIBY,2
DAKAR PLATEAU,DAROU MINAME II,0
DAKAR PLATEAU,KATAKELKEUR MBOUCKI,0
DAKAR PLATEAU,KEUR MBOUCKI,0
DAKAR PLATEAU,SAGNA,1
DAKAR PLATEAU,IDA MOURIDE,2
DAKAR PLATEAU,MISSIRAH WADENE,0
DAKAR PLATEAU,LOUR ESCALE,0
DAKAR PLATEAU,MABO,0
DAKAR PLATEAU,MBANE,2
DAKAR PLATEAU,SALDE,1
DAKAR PLATEAU,NDIAYE MBERESS,6
DAKAR PLATEAU,GAMADJI SARRE,0
DAKAR PLATEAU,CAS CAS,2
DAKAR PLATEAU,RAO,27
DAKAR PLATEAU,THILE BOUBACAR,1
DAKAR PLATEAU,FAFACOUROU,0
DAKAR PLATEAU,MAMPATIM,0
DAKAR PLATEAU,NDORNA,0
DAKAR PLATEAU,BONCONTO,1
DAKAR PLATEAU,NIAMING,0
DAKAR PLATEAU,DIOULACOLON,1
DAKAR PLATEAU,SARE COLY SALE,4
DAKAR PLATEAU,PAKOUR,1
DAKAR PLATEAU,SARE BIDJI,7
DAKAR PLATEAU,DJIBANAR,2
DAKAR PLATEAU,DJIREDJI,0
DAKAR PLATEAU,DIAROUME,0
DAKAR PLATEAU,BONA,1
DAKAR PLATEAU,KARANTABA,0
DAKAR PLATEAU,DIENDE,0
DAKAR PLATEAU,BOGHAL,0
DAKAR PLATEAU,SIMBANDI BRASSOU,0
DAKAR PLATEAU,DJIBABOUYA,0
DAKAR PLATEAU,CABROUSSE,0
DAKAR PLATEAU,LOUDIA OUOLOF,2
DAKAR PLATEAU,SINDIAN,0
DAKAR PLATEAU,TENGHORY,6
DAKAR PLATEAU,KATABA I,5
DAKAR PLATEAU,TENDOUCK,2
DAKAR PLATEAU,NYASSIA,0
DAKAR PLATEAU,NIAGUIS,11
DAKAR PLATEAU,BANDAFASSI,8
DAKAR PLATEAU,BEMBOU,1
DAKAR PLATEAU,DAKATELY,1
DAKAR PLATEAU,DAR SALAM,1
DAKAR PLATEAU,FONGOLIMBI,1
DAKAR PLATEAU,SABODALA,1
DAKAR PLATEAU,KOUSSANAR,4
DAKAR PLATEAU,MISSIRAH,1
DAKAR PLATEAU,MAKACOULIBANTANG,0
DAKAR PLATEAU,KOUTHIABA OUOLOF,0
DAKAR PLATEAU,BAMBA NDIAYENE,1
DAKAR PLATEAU,KOULOR,0
DAKAR PLATEAU,DIANKE MAKHA,0
DAKAR PLATEAU,BALA,0
DAKAR PLATEAU,BOYNGUEL BAMBA,0
DAKAR PLATEAU,MOUDERY,10
DAKAR PLATEAU,KENIEBA,0
DAKAR PLATEAU,BELE,3
DAKAR PLATEAU,OGO,7
DAKAR PLATEAU,AGNAM CIVOL,3
DAKAR PLATEAU,VELINGARA,0
DAKAR PLATEAU,ORKADIERE,10
DAKAR PLATEAU,OURO SIDY,3
GUEDIAWAYE,PARCELLES ASSAINIES,124
GUEDIAWAYE,ALMADIES,57
GUEDIAWAYE,GRAND DAKAR,106
GUEDIAWAYE,DAKAR PLATEAU,151
GUEDIAWAYE,GUEDIAWAYE,6294
GUEDIAWAYE,PIKINE DAGOUDANE,91
GUEDIAWAYE,THIAROYE,27
GUEDIAWAYE,NIAYES,63
GUEDIAWAYE,RUFISQUE,3
GUEDIAWAYE,BAMBILOR,15
GUEDIAWAYE,KEUR MOUSSA,3
GUEDIAWAYE,SINDIA,10
GUEDIAWAYE,NOTTO,1
GUEDIAWAYE,THIENABA,5
GUEDIAWAYE,PAMBAL,4
GUEDIAWAYE,MEOUANE,4
GUEDIAWAYE,MERINA DAKHAR,0
GUEDIAWAYE,NIAKHENE,1
GUEDIAWAYE,THIES SUD,7
GUEDIAWAYE,THIES NORD,4
GUEDIAWAYE,FISSEL,1
GUEDIAWAYE,SESSENE,2
GUEDIAWAYE,TAIF,1
GUEDIAWAYE,KAEL,0
GUEDIAWAYE,NDAME,11
GUEDIAWAYE,NDOULO,7
GUEDIAWAYE,NDINDY,0
GUEDIAWAYE,NGOYE,1
GUEDIAWAYE,LAMBAYE,0
GUEDIAWAYE,BABA GARAGE,0
GUEDIAWAYE,COLOBANE,1
GUEDIAWAYE,NIAKHAR,1
GUEDIAWAYE,TATTAGUINE,1
GUEDIAWAYE,OUADIOUR,0
GUEDIAWAYE,NDIOB,0
GUEDIAWAYE,FIMELA,0
GUEDIAWAYE,NIODIOR,0
GUEDIAWAYE,TOUBACOUTA,3
GUEDIAWAYE,DJILOR,2
GUEDIAWAYE,SAKAL,1
GUEDIAWAYE,MEUR MOMAR SARR,1
GUEDIAWAYE,MBEDIENE,7
GUEDIAWAYE,COKI,0
GUEDIAWAYE,SAGATTA GUETH I,1
GUEDIAWAYE,SAGATTA GUETH II,1
GUEDIAWAYE,DAROU MOUSTY,2
GUEDIAWAYE,SAGATTA DJOLOF,1
GUEDIAWAYE,YANG YANG,0
GUEDIAWAYE,DODJI,6
GUEDIAWAYE,BARKEDJI,1
GUEDIAWAYE,MBADAKHOUNE,0
GUEDIAWAYE,NGUELOU,1
GUEDIAWAYE,NGOTHIE,1
GUEDIAWAYE,KOUMBAL,5
GUEDIAWAYE,NDIEDIENG,0
GUEDIAWAYE,PAOS KOTO,3
GUEDIAWAYE,WACK NGOUNA,0
GUEDIAWAYE,MEDINA SABAKH,0
GUEDIAWAYE,GNIBY,1
GUEDIAWAYE,DAROU MINAME II,0
GUEDIAWAYE,KATAKELKEUR MBOUCKI,1
GUEDIAWAYE,KEUR MBOUCKI,0
GUEDIAWAYE,SAGNA,1
GUEDIAWAYE,IDA MOURIDE,0
GUEDIAWAYE,MISSIRAH WADENE,0
GUEDIAWAYE,LOUR ESCALE,0
GUEDIAWAYE,MABO,0
GUEDIAWAYE,MBANE,0
GUEDIAWAYE,SALDE,4
GUEDIAWAYE,NDIAYE MBERESS,4
GUEDIAWAYE,GAMADJI SARRE,3
GUEDIAWAYE,CAS CAS,4
GUEDIAWAYE,RAO,15
GUEDIAWAYE,THILE BOUBACAR,2
GUEDIAWAYE,FAFACOUROU,1
GUEDIAWAYE,MAMPATIM,1
GUEDIAWAYE,NDORNA,0
GUEDIAWAYE,BONCONTO,0
GUEDIAWAYE,NIAMING,1
GUEDIAWAYE,DIOULACOLON,0
GUEDIAWAYE,SARE COLY SALE,0
GUEDIAWAYE,PAKOUR,0
GUEDIAWAYE,SARE BIDJI,7
GUEDIAWAYE,DJIBANAR,4
GUEDIAWAYE,DJIREDJI,0
GUEDIAWAYE,DIAROUME,0
GUEDIAWAYE,BONA,0
GUEDIAWAYE,KARANTABA,0
GUEDIAWAYE,DIENDE,2
GUEDIAWAYE,BOGHAL,1
GUEDIAWAYE,SIMBANDI BRASSOU,0
GUEDIAWAYE,DJIBABOUYA,0
GUEDIAWAYE,CABROUSSE,2
GUEDIAWAYE,LOUDIA OUOLOF,2
GUEDIAWAYE,SINDIAN,0
GUEDIAWAYE,TENGHORY,5
GUEDIAWAYE,KATABA I,1
GUEDIAWAYE,TENDOUCK,1
GUEDIAWAYE,NYASSIA,1
GUEDIAWAYE,NIAGUIS,9
GUEDIAWAYE,BANDAFASSI,4
GUEDIAWAYE,BEMBOU,0
GUEDIAWAYE,DAKATELY,0
GUEDIAWAYE,DAR SALAM,0
GUEDIAWAYE,FONGOLIMBI,0
GUEDIAWAYE,SABODALA,1
GUEDIAWAYE,KOUSSANAR,7
GUEDIAWAYE,MISSIRAH,2
GUEDIAWAYE,MAKACOULIBANTANG,0
GUEDIAWAYE,KOUTHIABA OUOLOF,0
GUEDIAWAYE,BAMBA NDIAYENE,0
GUEDIAWAYE,KOULOR,0
GUEDIAWAYE,DIANKE MAKHA,0
GUEDIAWAYE,BALA,0
GUEDIAWAYE,BOYNGUEL BAMBA,0
GUEDIAWAYE,MOUDERY,4
GUEDIAWAYE,KENIEBA,1
GUEDIAWAYE,BELE,2
GUEDIAWAYE,OGO,10
GUEDIAWAYE,AGNAM CIVOL,5
GUEDIAWAYE,VELINGARA,0
GUEDIAWAYE,ORKADIERE,5
GUEDIAWAYE,OURO SIDY,0
PIKINE DAGOUDANE,PARCELLES ASSAINIES,37
PIKINE DAGOUDANE,ALMADIES,39
PIKINE DAGOUDANE,GRAND DAKAR,122
PIKINE DAGOUDANE,DAKAR PLATEAU,104
PIKINE DAGOUDANE,GUEDIAWAYE,93
PIKINE DAGOUDANE,PIKINE DAGOUDANE,5694
PIKINE DAGOUDANE,THIAROYE,116
PIKINE DAGOUDANE,NIAYES,64
PIKINE DAGOUDANE,RUFISQUE,10
PIKINE DAGOUDANE,BAMBILOR,17
PIKINE DAGOUDANE,KEUR MOUSSA,3
PIKINE DAGOUDANE,SINDIA,19
PIKINE DAGOUDANE,NOTTO,0
PIKINE DAGOUDANE,THIENABA,1
PIKINE DAGOUDANE,PAMBAL,7
PIKINE DAGOUDANE,MEOUANE,4
PIKINE DAGOUDANE,MERINA DAKHAR,0
PIKINE DAGOUDANE,NIAKHENE,1
PIKINE DAGOUDANE,THIES SUD,10
PIKINE DAGOUDANE,THIES NORD,6
PIKINE DAGOUDANE,FISSEL,0
PIKINE DAGOUDANE,SESSENE,2
PIKINE DAGOUDANE,TAIF,0
PIKINE DAGOUDANE,KAEL,0
PIKINE DAGOUDANE,NDAME,24
PIKINE DAGOUDANE,NDOULO,2
PIKINE DAGOUDANE,NDINDY,0
PIKINE DAGOUDANE,NGOYE,1
PIKINE DAGOUDANE,LAMBAYE,1
PIKINE DAGOUDANE,BABA GARAGE,0
PIKINE DAGOUDANE,COLOBANE,0
PIKINE DAGOUDANE,NIAKHAR,0
PIKINE DAGOUDANE,TATTAGUINE,0
PIKINE DAGOUDANE,OUADIOUR,1
PIKINE DAGOUDANE,NDIOB,1
PIKINE DAGOUDANE,FIMELA,1
PIKINE DAGOUDANE,NIODIOR,2
PIKINE DAGOUDANE,TOUBACOUTA,0
PIKINE DAGOUDANE,DJILOR,0
PIKINE DAGOUDANE,SAKAL,1
PIKINE DAGOUDANE,MEUR MOMAR SARR,4
PIKINE DAGOUDANE,MBEDIENE,3
