from,to,count
GUEDIAWAYE,DIOULACOLON,0
GUEDIAWAYE,SARE COLY SALE,3
GUEDIAWAYE,PAKOUR,0
GUEDIAWAYE,SARE BIDJI,3
GUEDIAWAYE,DJIBANAR,2
GUEDIAWAYE,DJIREDJI,0
GUEDIAWAYE,DIAROUME,0
GUEDIAWAYE,BONA,1
GUEDIAWAYE,KARANTABA,0
GUEDIAWAYE,DIENDE,0
GUEDIAWAYE,BOGHAL,1
GUEDIAWAYE,SIMBANDI BRASSOU,0
GUEDIAWAYE,DJIBABOUYA,1
GUEDIAWAYE,CABROUSSE,0
GUEDIAWAYE,LOUDIA OUOLOF,2
GUEDIAWAYE,SINDIAN,0
GUEDIAWAYE,TENGHORY,2
GUEDIAWAYE,KATABA I,1
GUEDIAWAYE,TENDOUCK,1
GUEDIAWAYE,NYASSIA,0
GUEDIAWAYE,NIAGUIS,8
GUEDIAWAYE,BANDAFASSI,1
GUEDIAWAYE,BEMBOU,1
GUEDIAWAYE,DAKATELY,0
GUEDIAWAYE,DAR SALAM,0
GUEDIAWAYE,FONGOLIMBI,0
GUEDIAWAYE,SABODALA,0
GUEDIAWAYE,KOUSSANAR,3
GUEDIAWAYE,MISSIRAH,0
GUEDIAWAYE,MAKACOULIBANTANG,0
GUEDIAWAYE,KOUTHIABA OUOLOF,0
GUEDIAWAYE,BAMBA NDIAYENE,0
GUEDIAWAYE,KOULOR,0
GUEDIAWAYE,DIANKE MAKHA,0
GUEDIAWAYE,BALA,0
GUEDIAWAYE,BOYNGUEL BAMBA,0
GUEDIAWAYE,MOUDERY,5
GUEDIAWAYE,KENIEBA,1
GUEDIAWAYE,BELE,1
GUEDIAWAYE,OGO,8
GUEDIAWAYE,AGNAM CIVOL,7
GUEDIAWAYE,VELINGARA,0
GUEDIAWAYE,ORKADIERE,6
GUEDIAWAYE,OURO SIDY,2
PIKINE DAGOUDANE,PARCELLES ASSAINIES,38
PIKINE DAGOUDANE,ALMADIES,45
PIKINE DAGOUDANE,GRAND DAKAR,80
PIKINE DAGOUDANE,DAKAR PLATEAU,73
PIKINE DAGOUDANE,GUEDIAWAYE,79
PIKINE DAGOUDANE,THIAROYE,90
PIKINE DAGOUDANE,NIAYES,55
PIKINE DAGOUDANE,RUFISQUE,14
PIKINE DAGOUDANE,BAMBILOR,4
PIKINE DAGOUDANE,KEUR MOUSSA,4
PIKINE DAGOUDANE,SINDIA,16
PIKINE DAGOUDANE,NOTTO,1
PIKINE DAGOUDANE,THIENABA,0
PIKINE DAGOUDANE,PAMBAL,2
PIKINE DAGOUDANE,MEOUANE,5
PIKINE DAGOUDANE,MERINA DAKHAR,0
PIKINE DAGOUDANE,NIAKHENE,1
PIKINE DAGOUDANE,THIES SUD,5
PIKINE DAGOUDANE,THIES NORD,1
PIKINE DAGOUDANE,FISSEL,0
PIKINE DAGOUDANE,SESSENE,3
PIKINE DAGOUDANE,TAIF,0
PIKINE DAGOUDANE,KAEL,1
PIKINE DAGOUDANE,NDAME,87
PIKINE DAGOUDANE,NDOULO,7
PIKINE DAGOUDANE,NDINDY,0
PIKINE DAGOUDANE,NGOYE,3
PIKINE DAGOUDANE,LAMBAYE,1
PIKINE DAGOUDANE,BABA GARAGE,1
PIKINE DAGOUDANE,COLOBANE,0
PIKINE DAGOUDANE,NIAKHAR,0
PIKINE DAGOUDANE,TATTAGUINE,1
PIKINE DAGOUDANE,OUADIOUR,2
PIKINE DAGOUDANE,NDIOB,2
PIKINE DAGOUDANE,FIMELA,1
PIKINE DAGOUDANE,NIODIOR,3
PIKINE DAGOUDANE,TOUBACOUTA,1
PIKINE DAGOUDANE,DJILOR,0
PIKINE DAGOUDANE,SAKAL,1
PIKINE DAGOUDANE,MEUR MOMAR SARR,0
PIKINE DAGOUDANE,MBEDIENE,3
PIKINE DAGOUDANE,COKI,0
PIKINE DAGOUDANE,SAGATTA GUETH I,1
PIKINE DAGOUDANE,SAGATTA GUETH II,2
PIKINE DAGOUDANE,DAROU MOUSTY,2
PIKINE DAGOUDANE,SAGATTA DJOLOF,1
PIKINE DAGOUDANE,YANG YANG,1
