from,to,count
NDAME,THIES SUD,11
NDAME,NDOULO,12
NDAME,SAGATTA DJOLOF,11
NDAME,KOUMBAL,18
NDAME,RAO,12
NDOULO,PARCELLES ASSAINIES,17
NDOULO,GRAND DAKAR,15
NDOULO,DAKAR PLATEAU,19
NDOULO,MERINA DAKHAR,12
NDOULO,NDAME,12
NGOYE,GRAND DAKAR,19
NGOYE,DAKAR PLATEAU,12
NGOYE,PIKINE DAGOUDANE,10
TATTAGUINE,PARCELLES ASSAINIES,15
TATTAGUINE,GRAND DAKAR,15
TATTAGUINE,DAKAR PLATEAU,12
FIMELA,PARCELLES ASSAINIES,11
FIMELA,GRAND DAKAR,14
FIMELA,DAKAR PLATEAU,12
FIMELA,GUEDIAWAYE,11
FIMELA,SESSENE,11
TOUBACOUTA,DAKAR PLATEAU,10
DJILOR,PARCELLES ASSAINIES,11
SAKAL,RAO,10
MBEDIENE,PARCELLES ASSAINIES,15
MBEDIENE,GRAND DAKAR,17
MBEDIENE,DAKAR PLATEAU,12
MBEDIENE,GUEDIAWAYE,11
SAGATTA GUETH I,PARCELLES ASSAINIES,11
DAROU MOUSTY,NDAME,12
YANG YANG,MEUR MOMAR SARR,11
YANG YANG,SAGATTA DJOLOF,20
BARKEDJI,DAROU MOUSTY,11
BARKEDJI,SAGATTA DJOLOF,11
MBADAKHOUNE,KOUMBAL,10
NGOTHIE,KOUMBAL,11
KOUMBAL,PARCELLES ASSAINIES,50
KOUMBAL,ALMADIES,17
KOUMBAL,GRAND DAKAR,38
KOUMBAL,DAKAR PLATEAU,39
KOUMBAL,GUEDIAWAYE,20
KOUMBAL,PIKINE DAGOUDANE,11
KOUMBAL,THIAROYE,18
KOUMBAL,RUFISQUE,10
KOUMBAL,SINDIA,19
KOUMBAL,NDAME,14
KOUMBAL,TOUBACOUTA,10
KOUMBAL,PAOS KOTO,11
PAOS KOTO,KOUMBAL,19
KATAKELKEUR MBOUCKI,GNIBY,10
KEUR MBOUCKI,MABO,12
MBANE,NDIAYE MBERESS,11
MBANE,RAO,12
NDIAYE MBERESS,PARCELLES ASSAINIES,14
NDIAYE MBERESS,GRAND DAKAR,14
NDIAYE MBERESS,DAKAR PLATEAU,10
NDIAYE MBERESS,MBANE,27
NDIAYE MBERESS,RAO,32
GAMADJI SARRE,PARCELLES ASSAINIES,12
RAO,PARCELLES ASSAINIES,33
RAO,ALMADIES,27
RAO,GRAND DAKAR,36
RAO,DAKAR PLATEAU,34
RAO,GUEDIAWAYE,12
RAO,THIAROYE,14
RAO,NIAYES,15
RAO,RUFISQUE,12
RAO,SINDIA,18
RAO,THIES SUD,10
RAO,NDIAYE MBERESS,21
SARE BIDJI,PARCELLES ASSAINIES,10
SARE BIDJI,THIAROYE,11
DJIBANAR,NIAGUIS,10
DIENDE,NIAGUIS,11
BOGHAL,PARCELLES ASSAINIES,10
SIMBANDI BRASSOU,DJIBANAR,13
CABROUSSE,NIAGUIS,10
TENGHORY,PARCELLES ASSAINIES,18
TENGHORY,GRAND DAKAR,10
TENGHORY,NIAGUIS,28
KATABA I,NIAGUIS,11
TENDOUCK,NIAGUIS,11
NIAGUIS,PARCELLES ASSAINIES,63
NIAGUIS,ALMADIES,17
NIAGUIS,GRAND DAKAR,26
NIAGUIS,DAKAR PLATEAU,24
NIAGUIS,GUEDIAWAYE,15
NIAGUIS,PIKINE DAGOUDANE,13
NIAGUIS,THIAROYE,16
NIAGUIS,NIAYES,22
NIAGUIS,SINDIA,12
NIAGUIS,SARE BIDJI,10
NIAGUIS,DJIBANAR,15
NIAGUIS,LOUDIA OUOLOF,18
NIAGUIS,TENGHORY,15
NIAGUIS,KATABA I,17
NIAGUIS,TENDOUCK,11
NIAGUIS,NYASSIA,16
BANDAFASSI,KOUSSANAR,10
KOUSSANAR,PARCELLES ASSAINIES,17
KOUSSANAR,GRAND DAKAR,14
KOUSSANAR,DAKAR PLATEAU,11
KOUSSANAR,BANDAFASSI,14
BOYNGUEL BAMBA,SALDE,41
OGO,PARCELLES ASSAINIES,17
OGO,GRAND DAKAR,11
OGO,DAKAR PLATEAU,17
OGO,GUEDIAWAYE,13
OGO,THIAROYE,10
OGO,ORKADIERE,16
AGNAM CIVOL,SALDE,11
AGNAM CIVOL,OGO,10
ORKADIERE,PARCELLES ASSAINIES,11
ORKADIERE,GRAND DAKAR,12
ORKADIERE,OGO,19
OURO SIDY,OGO,12
OURO SIDY,ORKADIERE,10
