from,to,count
BAMBILOR,DAKAR PLATEAU,44
BAMBILOR,GUEDIAWAYE,11
BAMBILOR,PIKINE DAGOUDANE,15
BAMBILOR,THIAROYE,21
BAMBILOR,NIAYES,42
BAMBILOR,RUFISQUE,16
BAMBILOR,KEUR MOUSSA,11
BAMBILOR,SINDIA,16
SINDIA,PARCELLES ASSAINIES,29
SINDIA,ALMADIES,31
SINDIA,GRAND DAKAR,31
SINDIA,DAKAR PLATEAU,26
SINDIA,GUEDIAWAYE,11
SINDIA,PIKINE DAGOUDANE,15
SINDIA,THIAROYE,19
SINDIA,BAMBILOR,12
SINDIA,THIES SUD,19
SINDIA,SESSENE,12
SINDIA,NDAME,14
SINDIA,KOUMBAL,12
THIENABA,DAKAR PLATEAU,14
THIENABA,THIES SUD,22
PAMBAL,PARCELLES ASSAINIES,10
PAMBAL,GRAND DAKAR,11
PAMBAL,DAKAR PLATEAU,15
PAMBAL,THIES SUD,15
PAMBAL,NDAME,12
THIES SUD,PARCELLES ASSAINIES,15
THIES SUD,GRAND DAKAR,19
THIES SUD,DAKAR PLATEAU,35
THIES SUD,THIAROYE,12
THIES SUD,SINDIA,13
THIES SUD,THIENABA,15
THIES SUD,THIES NORD,69
THIES NORD,DAKAR PLATEAU,10
THIES NORD,THIES SUD,66
SESSENE,BAMBILOR,12
SESSENE,SINDIA,10
NDAME,PARCELLES ASSAINIES,30
NDAME,ALMADIES,10
NDAME,GRAND DAKAR,26
NDAME,DAKAR PLATEAU,22
NDAME,GUEDIAWAYE,21
NDAME,PIKINE DAGOUDANE,18
NDAME,THIAROYE,19
NDAME,NIAYES,14
NDAME,SINDIA,15
NDAME,PAMBAL,23
NDAME,THIES SUD,10
NDAME,MBEDIENE,10
NDAME,KOUMBAL,10
TATTAGUINE,DAKAR PLATEAU,14
DAROU MOUSTY,NDAME,11
NGOTHIE,KOUMBAL,14
KOUMBAL,PARCELLES ASSAINIES,26
KOUMBAL,ALMADIES,13
KOUMBAL,GRAND DAKAR,12
KOUMBAL,DAKAR PLATEAU,28
KOUMBAL,THIAROYE,10
KOUMBAL,NIAYES,13
KOUMBAL,SINDIA,10
KOUMBAL,NDAME,14
KOUMBAL,PAOS KOTO,10
KOUMBAL,WACK NGOUNA,17
MBANE,NDIAYE MBERESS,23
NDIAYE MBERESS,PARCELLES ASSAINIES,11
NDIAYE MBERESS,MBANE,11
NDIAYE MBERESS,RAO,31
GAMADJI SARRE,CAS CAS,10
GAMADJI SARRE,OGO,12
RAO,PARCELLES ASSAINIES,14
RAO,ALMADIES,10
RAO,GRAND DAKAR,10
RAO,DAKAR PLATEAU,14
RAO,NDIAYE MBERESS,17
CABROUSSE,NIAGUIS,16
TENGHORY,PARCELLES ASSAINIES,14
TENGHORY,NIAGUIS,16
NIAGUIS,PARCELLES ASSAINIES,21
NIAGUIS,GRAND DAKAR,14
NIAGUIS,DAKAR PLATEAU,12
NIAGUIS,DJIBANAR,13
NIAGUIS,TENGHORY,14
NIAGUIS,KATABA I,10
NIAGUIS,TENDOUCK,11
KOUSSANAR,PARCELLES ASSAINIES,11
KOUSSANAR,DAKAR PLATEAU,12
KOUSSANAR,MISSIRAH,16
BAMBA NDIAYENE,IDA MOURIDE,10
MOUDERY,DAKAR PLATEAU,14
MOUDERY,ORKADIERE,13
OGO,AGNAM CIVOL,13
OGO,ORKADIERE,11
OGO,OURO SIDY,12
AGNAM CIVOL,OGO,10
ORKADIERE,GRAND DAKAR,10
ORKADIERE,DAKAR PLATEAU,12
ORKADIERE,MOUDERY,12
OURO SIDY,OGO,11
