from,to,count
NDAME,PIKINE DAGOUDANE,18
NDAME,THIAROYE,10
NDAME,NDOULO,17
NDAME,MBEDIENE,11
NDAME,KOUMBAL,14
NIODIOR,SINDIA,18
TOUBACOUTA,KOUMBAL,10
SAGATTA GUETH I,NDAME,10
DAROU MOUSTY,NDAME,10
SAGATTA DJOLOF,YANG YANG,15
YANG YANG,SAGATTA DJOLOF,13
BARKEDJI,SAGATTA DJOLOF,10
MBADAKHOUNE,KOUMBAL,10
KOUMBAL,PARCELLES ASSAINIES,17
KOUMBAL,ALMADIES,15
KOUMBAL,GRAND DAKAR,26
KOUMBAL,DAKAR PLATEAU,21
KOUMBAL,GUEDIAWAYE,11
KOUMBAL,THIAROYE,11
KOUMBAL,SINDIA,10
KOUMBAL,NDAME,23
KOUMBAL,PAOS KOTO,15
WACK NGOUNA,KOUMBAL,10
MEDINA SABAKH,PAOS KOTO,13
MBANE,NDIAYE MBERESS,24
NDIAYE MBERESS,NIAYES,10
NDIAYE MBERESS,MBANE,17
NDIAYE MBERESS,GAMADJI SARRE,12
NDIAYE MBERESS,RAO,33
NDIAYE MBERESS,THILE BOUBACAR,10
CAS CAS,GAMADJI SARRE,10
RAO,PARCELLES ASSAINIES,19
RAO,ALMADIES,27
RAO,GRAND DAKAR,20
RAO,DAKAR PLATEAU,22
RAO,GUEDIAWAYE,12
RAO,THIAROYE,14
RAO,NIAYES,13
RAO,THIES SUD,21
RAO,NDAME,13
RAO,KOUMBAL,11
RAO,MBANE,10
RAO,NDIAYE MBERESS,37
RAO,GAMADJI SARRE,11
THILE BOUBACAR,GAMADJI SARRE,15
DJIBANAR,NIAGUIS,11
LOUDIA OUOLOF,PARCELLES ASSAINIES,10
LOUDIA OUOLOF,NIAGUIS,20
TENGHORY,PARCELLES ASSAINIES,12
TENGHORY,NIAGUIS,20
KATABA I,NIAGUIS,20
TENDOUCK,NIAGUIS,12
NYASSIA,NIAGUIS,14
NIAGUIS,PARCELLES ASSAINIES,29
NIAGUIS,GRAND DAKAR,19
NIAGUIS,DAKAR PLATEAU,17
NIAGUIS,GUEDIAWAYE,11
NIAGUIS,PIKINE DAGOUDANE,13
NIAGUIS,THIAROYE,11
NIAGUIS,NIAYES,16
NIAGUIS,KOUMBAL,11
NIAGUIS,DJIBANAR,13
NIAGUIS,TENGHORY,20
NIAGUIS,KATABA I,10
NIAGUIS,TENDOUCK,17
BANDAFASSI,KOUSSANAR,14
SABODALA,BANDAFASSI,11
SABODALA,KOUSSANAR,10
KOUSSANAR,PARCELLES ASSAINIES,14
KOUSSANAR,GUEDIAWAYE,10
KOUSSANAR,MISSIRAH,11
BOYNGUEL BAMBA,KOUSSANAR,10
MOUDERY,PARCELLES ASSAINIES,10
MOUDERY,NDAME,10
MOUDERY,ORKADIERE,19
OGO,PIKINE DAGOUDANE,10
OGO,NDAME,10
OGO,GAMADJI SARRE,17
OGO,AGNAM CIVOL,15
OGO,ORKADIERE,14
OGO,OURO SIDY,13
AGNAM CIVOL,GUEDIAWAYE,10
ORKADIERE,OGO,26
ORKADIERE,OURO SIDY,10
