from,to,count
THIES SUD,THIES NORD,71
THIES NORD,THIES SUD,73
SESSENE,SINDIA,18
NDAME,PARCELLES ASSAINIES,19
NDAME,GRAND DAKAR,13
NDAME,THIAROYE,12
NDAME,NIAYES,11
NDAME,PAMBAL,10
NDAME,NDOULO,11
NDAME,DAROU MOUSTY,12
NGOYE,LAMBAYE,18
MBEDIENE,PARCELLES ASSAINIES,10
MBEDIENE,NDAME,10
COKI,NDAME,11
DAROU MOUSTY,NDAME,10
SAGATTA DJOLOF,YANG YANG,10
KOUMBAL,PARCELLES ASSAINIES,23
KOUMBAL,ALMADIES,11
KOUMBAL,GRAND DAKAR,18
KOUMBAL,DAKAR PLATEAU,12
KOUMBAL,PIKINE DAGOUDANE,10
KOUMBAL,SINDIA,11
KOUMBAL,NDAME,21
KOUMBAL,PAOS KOTO,11
KOUMBAL,WACK NGOUNA,11
PAOS KOTO,KOUMBAL,12
WACK NGOUNA,KOUMBAL,10
GNIBY,KOUMBAL,10
IDA MOURIDE,BAMBA NDIAYENE,10
MBANE,NDIAYE MBERESS,13
SALDE,CAS CAS,11
NDIAYE MBERESS,MBANE,32
NDIAYE MBERESS,RAO,29
CAS CAS,GAMADJI SARRE,11
RAO,PARCELLES ASSAINIES,13
RAO,GRAND DAKAR,16
RAO,DAKAR PLATEAU,14
RAO,MBANE,14
RAO,NDIAYE MBERESS,21
THILE BOUBACAR,YANG YANG,10
THILE BOUBACAR,GAMADJI SARRE,10
LOUDIA OUOLOF,NIAGUIS,10
TENGHORY,SINDIAN,10
TENGHORY,NIAGUIS,12
KATABA I,NIAGUIS,11
NYASSIA,NIAGUIS,10
NIAGUIS,PARCELLES ASSAINIES,30
NIAGUIS,ALMADIES,11
NIAGUIS,GRAND DAKAR,13
NIAGUIS,DAKAR PLATEAU,13
NIAGUIS,THIAROYE,11
NIAGUIS,CABROUSSE,13
NIAGUIS,TENGHORY,20
KOUSSANAR,BANDAFASSI,12
KOUSSANAR,MISSIRAH,13
MOUDERY,PARCELLES ASSAINIES,11
MOUDERY,NDAME,12
MOUDERY,ORKADIERE,12
OGO,GRAND DAKAR,10
OGO,PIKINE DAGOUDANE,11
OGO,NDAME,10
OGO,AGNAM CIVOL,24
OGO,ORKADIERE,10
ORKADIERE,GRAND DAKAR,10
ORKADIERE,NDAME,10
ORKADIERE,MOUDERY,10
OURO SIDY,OGO,12
