from,to,count
TENGHORY,THIAROYE,13
TENGHORY,NIAYES,22
TENGHORY,SINDIAN,15
TENGHORY,KATABA I,12
TENGHORY,NIAGUIS,24
TENDOUCK,NIAGUIS,16
NIAGUIS,PARCELLES ASSAINIES,25
NIAGUIS,GRAND DAKAR,10
NIAGUIS,DAKAR PLATEAU,13
NIAGUIS,GUEDIAWAYE,24
NIAGUIS,PIKINE DAGOUDANE,11
NIAGUIS,THIAROYE,24
NIAGUIS,NIAYES,23
NIAGUIS,TENGHORY,25
NIAGUIS,KATABA I,13
NIAGUIS,NYASSIA,14
BANDAFASSI,SABODALA,13
BANDAFASSI,KOUSSANAR,13
KOUSSANAR,MISSIRAH,17
MISSIRAH,KOUSSANAR,13
BAMBA NDIAYENE,KOUTHIABA OUOLOF,14
MOUDERY,ORKADIERE,15
OGO,GUEDIAWAYE,17
OGO,PIKINE DAGOUDANE,11
OGO,NIAYES,11
OGO,RAO,13
OGO,ORKADIERE,14
OGO,OURO SIDY,14
AGNAM CIVOL,OGO,27
ORKADIERE,PARCELLES ASSAINIES,11
ORKADIERE,MOUDERY,11
ORKADIERE,OGO,12
OURO SIDY,GUEDIAWAYE,12
OURO SIDY,OGO,17
