from,to,count
NIAYES,GRAND DAKAR,62
NIAYES,DAKAR PLATEAU,110
NIAYES,GUEDIAWAYE,38
NIAYES,PIKINE DAGOUDANE,53
NIAYES,THIAROYE,90
NIAYES,RUFISQUE,12
NIAYES,BAMBILOR,39
NIAYES,SINDIA,12
NIAYES,NDAME,11
NIAYES,KOUMBAL,11
NIAYES,RAO,10
NIAYES,NIAGUIS,14
RUFISQUE,PARCELLES ASSAINIES,13
RUFISQUE,GRAND DAKAR,22
RUFISQUE,DAKAR PLATEAU,37
RUFISQUE,PIKINE DAGOUDANE,10
RUFISQUE,THIAROYE,33
RUFISQUE,BAMBILOR,27
RUFISQUE,SINDIA,13
BAMBILOR,PARCELLES ASSAINIES,24
BAMBILOR,ALMADIES,21
BAMBILOR,GRAND DAKAR,19
BAMBILOR,DAKAR PLATEAU,42
BAMBILOR,GUEDIAWAYE,13
BAMBILOR,PIKINE DAGOUDANE,10
BAMBILOR,THIAROYE,20
BAMBILOR,NIAYES,22
BAMBILOR,RUFISQUE,25
BAMBILOR,KEUR MOUSSA,13
BAMBILOR,SINDIA,11
SINDIA,PARCELLES ASSAINIES,29
SINDIA,ALMADIES,17
SINDIA,GRAND DAKAR,26
SINDIA,DAKAR PLATEAU,38
SINDIA,GUEDIAWAYE,12
SINDIA,PIKINE DAGOUDANE,11
SINDIA,THIAROYE,20
SINDIA,NIAYES,10
SINDIA,RUFISQUE,11
SINDIA,BAMBILOR,11
SINDIA,THIES SUD,17
SINDIA,SESSENE,23
SINDIA,NDAME,14
THIENABA,THIES SUD,14
PAMBAL,PARCELLES ASSAINIES,15
PAMBAL,GRAND DAKAR,10
PAMBAL,DAKAR PLATEAU,11
PAMBAL,MEOUANE,11
PAMBAL,THIES SUD,11
PAMBAL,NDAME,14
THIES SUD,PARCELLES ASSAINIES,18
THIES SUD,GRAND DAKAR,20
THIES SUD,DAKAR PLATEAU,28
THIES SUD,SINDIA,12
THIES SUD,THIENABA,14
THIES SUD,PAMBAL,12
THIES SUD,THIES NORD,64
THIES NORD,PARCELLES ASSAINIES,12
THIES NORD,THIES SUD,66
SESSENE,DAKAR PLATEAU,10
SESSENE,SINDIA,16
TAIF,NDAME,10
NDAME,PARCELLES ASSAINIES,26
NDAME,ALMADIES,13
NDAME,GRAND DAKAR,20
NDAME,DAKAR PLATEAU,22
NDAME,GUEDIAWAYE,18
NDAME,PIKINE DAGOUDANE,17
NDAME,THIAROYE,18
NDAME,NIAYES,14
NDAME,SINDIA,23
NDAME,PAMBAL,10
NDAME,THIES NORD,11
NDAME,DAROU MOUSTY,18
NDAME,KOUMBAL,14
NDOULO,PARCELLES ASSAINIES,12
NDOULO,NDAME,10
TOUBACOUTA,DJILOR,14
MBEDIENE,PARCELLES ASSAINIES,12
MBEDIENE,DAKAR PLATEAU,14
MBEDIENE,YANG YANG,11
SAGATTA DJOLOF,YANG YANG,11
KOUMBAL,PARCELLES ASSAINIES,30
KOUMBAL,GRAND DAKAR,23
KOUMBAL,DAKAR PLATEAU,14
KOUMBAL,THIAROYE,17
KOUMBAL,SINDIA,10
KOUMBAL,NDAME,14
KOUMBAL,NGOTHIE,14
PAOS KOTO,KOUMBAL,15
WACK NGOUNA,KOUMBAL,16
GNIBY,KOUMBAL,11
MBANE,NDIAYE MBERESS,17
SALDE,AGNAM CIVOL,12
NDIAYE MBERESS,DAKAR PLATEAU,10
NDIAYE MBERESS,MBANE,18
NDIAYE MBERESS,RAO,28
RAO,PARCELLES ASSAINIES,19
RAO,ALMADIES,15
RAO,GRAND DAKAR,17
RAO,DAKAR PLATEAU,14
RAO,GUEDIAWAYE,10
RAO,THIAROYE,10
RAO,NDIAYE MBERESS,31
BONCONTO,ALMADIES,21
DJIBANAR,NIAGUIS,10
DIAROUME,BONA,10
TENGHORY,NIAGUIS,18
KATABA I,NIAGUIS,11
TENDOUCK,NIAGUIS,10
NIAGUIS,PARCELLES ASSAINIES,26
NIAGUIS,GRAND DAKAR,11
NIAGUIS,DJIBANAR,11
NIAGUIS,LOUDIA OUOLOF,12
NIAGUIS,TENGHORY,17
KOUSSANAR,PARCELLES ASSAINIES,14
MISSIRAH,KOUSSANAR,12
MOUDERY,DAKAR PLATEAU,12
MOUDERY,ORKADIERE,10
OGO,GRAND DAKAR,13
OGO,DAKAR PLATEAU,12
OGO,GUEDIAWAYE,10
OGO,PIKINE DAGOUDANE,12
OGO,GAMADJI SARRE,10
OGO,AGNAM CIVOL,18
OGO,OURO SIDY,19
ORKADIERE,PARCELLES ASSAINIES,12
ORKADIERE,DAKAR PLATEAU,19
ORKADIERE,OGO,10
ORKADIERE,OURO SIDY,13
OURO SIDY,OGO,11
OURO SIDY,ORKADIERE,11
